instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14046	14033	0.0009263878001852776
ta002	15305	15151	0.010164345587749984
ta003	13398	13301	0.00729268476054432
ta004	15484	15447	0.0023952871107658447
ta005	13592	13529	0.004656663463670633
ta006	13150	13123	0.002057456374304656
ta007	13612	13548	0.0047239444936522
ta008	14023	13948	0.005377114998566103
ta009	14381	14295	0.006016089541797831
ta010	13081	12943	0.010662133972031213
ta011	21021	20911	0.0052603892688058915
ta012	22752	22440	0.013903743315508022
ta013	19981	19833	0.00746231029092926
ta014	18776	18710	0.0035275253874933192
ta015	18773	18541	0.012512809449328515
ta016	19388	19245	0.007430501428942583
ta017	18481	18363	0.00642596525622175
ta018	20275	20241	0.0016797589051924312
ta019	20353	20330	0.001131333005410723
ta020	21349	21320	0.0013602251407129457
ta021	33911	33623	0.008565565238081075
ta022	31852	31587	0.008389527337195682
ta023	34012	33920	0.002712264150943396
ta024	31917	31611	0.0096801746227579
ta025	34591	34557	0.0009838817026940996
ta026	32597	32564	0.0010133890185480899
ta027	33053	32922	0.003979102120162809
ta028	32492	32412	0.002468221646303838
ta029	33888	33600	0.008571428571428572
ta030	32553	32262	0.009019899572252184
ta031	65336	64802	0.008240486404740595
ta032	68951	68051	0.01322537508633231
ta033	64905	63162	0.02759570627909186
ta034	69568	68226	0.01966992055814499
ta035	70579	69351	0.017707026574959265
ta036	67980	66841	0.0170404392513577
ta037	66848	66253	0.008980725401113911
ta038	65436	64332	0.017160977429584032
ta039	63950	62981	0.015385592480271828
ta040	70025	68770	0.01824923658572052
ta041	89832	87114	0.03120049590192162
ta042	85875	82820	0.03688722530789664
ta043	82232	79931	0.028787329071324017
ta044	88684	86446	0.025888994285449878
ta045	89015	86377	0.03054053741157947
ta046	89832	86587	0.03747675748091515
ta047	90884	88750	0.02404507042253521
ta048	89902	86727	0.03660912979810209
ta049	87733	85441	0.026825528727425944
ta050	91028	87998	0.03443260074092593
ta051	130495	125831	0.03706558797116768
ta052	121743	119247	0.020931344184759365
ta053	120756	116459	0.036897105419074525
ta054	125510	120261	0.04364673501800251
ta055	123840	118184	0.04785757801394436
ta056	125299	120586	0.0390841391206276
ta057	128436	122880	0.04521484375
ta058	127760	122489	0.04303243556564263
ta059	126291	121872	0.03625935407640803
ta060	128267	123954	0.03479516594865837
ta061	257598	253266	0.01710454620833432
ta062	246563	242281	0.017673692943317883
ta063	240598	237832	0.011630058192337448
ta064	231682	227738	0.01731814629091324
ta065	244398	240301	0.01704945048085526
ta066	236120	232342	0.0162605125203364
ta067	244255	240366	0.016179492939933267
ta068	234896	230945	0.017107969429950853
ta069	252111	247921	0.016900544931651613
ta070	248218	242933	0.02175496947718095
ta071	308790	298385	0.03487105585066273
ta072	281917	274384	0.027454224736136217
ta073	300912	288114	0.04441991711614153
ta074	310551	301044	0.03158010124765815
ta075	293580	284681	0.03125955016316509
ta076	277410	269686	0.02864071549876523
ta077	291120	279463	0.04171214078428987
ta078	299475	290908	0.029449172934398506
ta079	314719	301970	0.04221942577077193
ta080	305268	291283	0.04801172742659201
ta081	387077	365463	0.059141417872671104
ta082	390556	372449	0.04861605213062728
ta083	390787	370027	0.05610401403140852
ta084	394687	372393	0.05986686108492909
ta085	385018	368915	0.043649621186452166
ta086	393458	370908	0.06079674744141404
ta087	398281	373408	0.06661078498585997
ta088	400477	384525	0.04148494896300631
ta089	396611	374423	0.05925918012515257
ta090	402394	379296	0.06089703028769088
ta091	1072227	1046314	0.024765988030361823
ta092	1054022	1034195	0.0191714328535721
ta093	1082001	1046902	0.033526538300624124
ta094	1058146	1030481	0.026846686159181975
ta095	1069010	1034027	0.033831805165629135
ta096	1027807	1006195	0.02147893797921874
ta097	1072522	1053051	0.01849008262657744
ta098	1056050	1044875	0.010695059217609762
ta099	1044192	1026137	0.01759511644156677
ta100	1052298	1030299	0.02135205411244697
ta101	1277146	1227733	0.04024735019747779
ta102	1300450	1245271	0.04431083675762143
ta103	1309540	1269673	0.03139942331608217
ta104	1287094	1238349	0.03936289365921885
ta105	1272066	1227214	0.03654782295508363
ta106	1276833	1227604	0.040101694031625834
ta107	1302925	1243707	0.047614108467669634
ta108	1293964	1246123	0.038391876243356396
ta109	1271922	1234936	0.029949730188447012
ta110	1294783	1250596	0.03533275334320596
ta111	6770710	6698656	0.010756486077207129
ta112	6917121	6770735	0.021620400148580618
ta113	6871170	6739645	0.019515122829169784
ta114	6919252	6785991	0.019637662354695135
ta115	6861538	6729486	0.01962289541875858
ta116	6793473	6724085	0.010319322257229051
ta117	6804163	6691468	0.0168415958949516
ta118	6852778	6783916	0.0101507742725588
ta119	6789282	6711305	0.011618753729714265
ta120	6860331	6755722	0.015484503358782377
